"","mice","date_expe","BW","BT","EEDm","EENm","EREDm","FAT","FATPROP","FIDs","FINs","GLY","LEAN","LEANPROP","P0","P1","P3","RERDm","RERNm","STATUS","VCO2Dm","VCO2Nm","VO2Dm","VO2Nm","WIDs","WINs","XYDm","XYNm","ZDs","ZNs","DOB","DOD","AGE","REMAINTIME","XYTOTs","ZTOTs","XYZTOTs","XYZDs","XYZNs","XYDs","XYNs","RERTOTm","EETOTs","EEDs","EENs","FIDKCALs","FINKCALs","FITOTKCALs","WITOTs","EB","FAOX"
"67",10,2019-04-17,28.8,NA,NA,NA,NA,8.36,25.7230769230769,NA,NA,131,21.11,64.9538461538462,4.154,9.795,6.748,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-08-14,148,-119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",10,2019-06-05,33.3,38.1,0.61,0.719,0.592779166666667,8.99,26.5976331360947,0.7995,5.47,147,22.221,65.7426035502959,3.859,11.902,11.346,0.904,1.027,"GROUPED",111.718,145.609,145.609,141.635,0.3635,3.9425,843.1,3067.146,3855.25,12750.25,2018-11-20,2019-08-14,197,-70,46922.952,16605.5,63528.452,13972.45,49556.002,10117.2,36805.752,0.9655,15.948,7.32,8.628,2.6695305,18.26433,20.9338605,4.306,4.9858605,1.83402
"69",10,2019-07-04,34.9,36.5,NA,NA,NA,5.997,19.99,NA,NA,140,21.676,72.2533333333333,3.937,11.478,7.207,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-08-14,226,-41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",10,2019-07-30,18.4,29,0.203590277777778,0.211291666666667,0.16905,0.939,5.02139037433155,0.02,0,73,14.18,75.8288770053476,4.94,7.301,13.79,0.905458333333333,0.912847222222222,"GROUPED",37.3611111111111,39.0555555555556,39.0555555555556,42.7013888888889,0.92,0.156666666666667,316.805555555556,273.361111111111,89,97,2018-11-20,2019-08-14,252,-15,7082,186,7268,3890.66666666667,3377.33333333333,3801.66666666667,3280.33333333333,0.909152777777778,4.97858333333333,2.44308333333333,2.5355,0.06678,0,0.06678,1.07666666666667,-4.91180333333333,1.50763488811729
"71",11,2019-03-01,32.3,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,3.161,20.105,20.235,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-07-24,101,-145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",11,2019-03-22,35.3,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,4.293,12.678,6.707,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-07-24,122,-124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",11,2019-04-17,39.8,NA,0.523,0.597,0.497876262626263,7.612,24.0886075949367,0.5255,3.285,153,22.052,69.7848101265823,4.061,11.181,6.68,0.854,0.937,"GROUPED",91.647,112.411,112.411,119.969,0.155,3.1175,895.617,1806.042,753.266666666667,4665.03333333333,2018-11-20,2019-07-24,148,-98,32419.908,5418.3,37838.208,11500.6706666667,26337.5373333333,10747.404,21672.504,0.8955,13.44,6.276,7.164,1.7546445,10.968615,12.7232595,3.2725,-0.716740500000002,4.6816
"74",11,2019-06-05,39.1,37.2,NA,NA,NA,7.125,22.4056603773585,NA,NA,141,22.602,71.0754716981132,3.807,8.995,7.951,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-07-24,197,-49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",11,2019-07-04,24.3,35.5,0.352,0.368,0.327479166666667,1.254,4.95652173913043,0.0291666666666667,0,68,21.861,86.4071146245059,4.148,11.052,10.666,0.929,0.945,"GROUPED",65.882,69.847,69.847,73.84,0.685833333333333,1.70666666666667,1005.472,656.167,84.6,150.5,2018-11-20,2019-07-24,226,-20,19939.668,235.1,20174.768,12150.264,8024.504,12065.664,7874.004,0.937,8.64,4.224,4.416,0.0973875,0,0.0973875,2.3925,-8.5426125,1.8144
"76",12,2019-03-01,24.2,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,3.141,7.8,6.365,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,101,-252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",12,2019-03-22,23.5,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,NA,5.03,9.785,6.83,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,122,-231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",12,2019-04-17,24.7,NA,0.424,0.501,0.39928125,2.495,11.3926940639269,0.6865,3.2525,141,17.806,81.3059360730594,4.162,7.916,6.156,0.888,1.009,"GROUPED",76.65,100.188,100.188,99.167,0.175000000000001,3.0625,686.821,1580.479,1571.36666666667,6481.9,2018-11-20,2019-11-08,148,-205,27207.6,8053.26666666667,35260.8666666667,9813.21866666667,25447.648,8241.852,18965.748,0.9485,11.1,5.088,6.012,2.2922235,10.8600975,13.152321,3.2375,2.052321,1.9055
"79",12,2019-06-05,28.5,37.6,NA,NA,NA,3.516,15.1551724137931,NA,NA,134,17.546,75.6293103448276,3.968,10.863,8.274,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,197,-156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",12,2019-07-04,27.8,38.3,0.491326388888889,0.5875625,0.473977272727273,5.274,20.0532319391635,0.3525,3.87666666666667,136,19.524,74.2357414448669,3.891,11.692,8.083,0.840461805555556,0.994215277777778,"GROUPED",85.0503472222222,116.027777777778,116.027777777778,116.5625,0.155833333333334,3.94666666666667,569.576388888889,2436.80555555556,498.35,4900.25,2018-11-20,2019-11-08,226,-127,36076.5833333333,5398.6,41475.1833333333,7333.26666666667,34141.9166666667,6834.91666666667,29241.6666666667,0.917338541666667,12.9466666666667,5.89591666666667,7.05075,1.1769975,12.94419,14.1211875,4.1025,1.17452083333333,3.56730115740741
"81",12,2019-07-30,29.3,37.3,NA,NA,NA,4.44,16.5055762081784,NA,NA,146,18.4,68.4014869888476,3.765,8.767,8.464,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,252,-101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",12,2019-08-14,25.2,36.1,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,3.858,NA,7.772,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,267,-86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",12,2019-09-03,28.3,38.2,0.441041666666667,0.577277777777778,0.427815972222222,4.846,17.9481481481481,0.1825,4.05,129,19.707,72.9888888888889,3.804,9.336,6.901,0.820710069444444,1.00436805555556,"GROUPED",74.8020833333333,114.8125,114.8125,114.229166666667,2.01166666666667,4.32666666666667,528.777777777778,2898.86111111111,736.333333333333,12013.5,2018-11-20,2019-11-08,287,-66,41131.6666666667,12749.8333333333,53881.5,7081.66666666667,46799.8333333333,6345.33333333333,34786.3333333333,0.9125390625,12.2198333333333,5.2925,6.92733333333334,0.6093675,13.52295,14.1323175,6.33833333333333,1.91248416666667,3.56252693142361
"84",12,2019-09-17,27.4,37.7,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,3.91,NA,6.63,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,301,-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",12,2019-10-04,28.7,37.2,0.430763888888889,0.503756944444445,0.408066919191919,4.34,16.8871595330739,0.66,3.13333333333333,127,20.035,77.9571984435798,4.044,9.159,6.632,0.866201388888889,0.938986111111111,"GROUPED",76.5208333333333,95.4027777777778,95.4027777777778,101.041666666667,0.383333333333334,3.54333333333333,653.888888888889,1526.63888888889,713.333333333333,4713,2018-11-20,2019-11-08,318,-35,26166.3333333333,5426.33333333333,31592.6666666667,8560,23032.6666666667,7846.66666666667,18319.6666666667,0.90259375,11.21425,5.16916666666667,6.04508333333333,2.20374,10.4622,12.66594,3.92666666666667,1.45169,3.641126796875
"86",12,2019-10-22,26.1,37.5,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,3.852,NA,8.451,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,336,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",12,2019-10-31,29.8,37.9,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,3.875,12.039,7.965,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,345,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",13,2019-03-01,29.4,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,NA,3.205,11.946,6.539,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,101,-252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",13,2019-03-22,29.1,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,9.111,10.412,7.482,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,122,-231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",13,2019-04-17,32.3,NA,NA,NA,NA,5.25,18.1660899653979,NA,NA,142,21.57,74.636678200692,3.755,9.382,6.207,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,148,-205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",13,2019-06-05,33.7,NA,0.538,0.625,0.5151375,6.057,19.475884244373,0.775500000000001,4.2575,134,22.218,71.4405144694534,3.42,11.455,8.786,0.875,1.003,"GROUPED",96.231,124.25,124.25,123.729,0.181,3.65,896.754,2312,699.3,3995.5,2018-11-20,2019-11-08,197,-156,38505.048,4694.8,43199.848,11460.348,31739.5,10761.048,27744,0.939,13.956,6.456,7.5,2.5893945,14.2157925,16.805187,3.831,2.849187,2.83772
"92",13,2019-07-04,36,38.3,0.537,0.629,0.515986111111111,6.559,20.9552715654952,0.249166666666666,2.82333333333333,140,22.331,71.3450479233227,3.978,12.74,19.892,0.782,0.914,"GROUPED",87.278,116.194,116.194,126.993,0.0725000000000002,2.95,511.507,2416.583,677.2,6586.75,2018-11-20,2019-11-08,226,-127,35137.08,7263.95,42401.03,6815.284,35585.746,6138.084,28998.996,0.848,13.992,6.444,7.548,0.831967499999999,9.42711,10.2590775,3.0225,-3.7329225,7.08928
"93",13,2019-07-30,35.3,37,0.546333333333333,0.668173611111111,0.536391414141414,7.065,20.243553008596,0.146666666666667,3.31,139,22.431,64.2722063037249,3.922,13.574,8.26,0.783569444444444,0.917923611111111,"GROUPED",89.1041666666667,123.854166666667,123.854166666667,134.791666666667,0.0466666666666661,3.13,576.527777777778,2822.86111111111,330.333333333333,5729.66666666667,2018-11-20,2019-11-08,252,-101,40792.6666666667,6060,46852.6666666667,7248.66666666667,39604,6918.33333333333,33874.3333333333,0.850746527777778,14.5740833333333,6.556,8.01808333333333,0.489720000000001,11.05209,11.54181,3.17666666666667,-3.03227333333333,7.2507751398534
"94",13,2019-08-14,30.7,36.7,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,4.207,NA,7.112,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,267,-86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",13,2019-09-03,36.4,37.7,0.520972222222222,0.631423611111111,0.506550925925926,6.096,17.9294117647059,0.118333333333333,3.63666666666667,135,22.605,66.4852941176471,3.791,9.881,6.936,0.804111111111111,0.943986111111111,"GROUPED",86.7864583333333,119.583333333333,119.583333333333,126.666666666667,2.14583333333333,3.23333333333333,532.8125,2420.72222222222,1275.16666666667,7250.5,2018-11-20,2019-11-08,287,-66,35442.4166666667,8525.66666666667,43968.0833333333,7668.91666666667,36299.1666666667,6393.75,29048.6666666667,0.874048611111111,13.82875,6.25166666666667,7.57708333333333,0.395114999999998,12.14283,12.537945,5.37916666666667,-1.290805,5.80583423032407
"96",13,2019-09-17,31,37.6,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,4.044,NA,6.882,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,301,-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",13,2019-10-04,37,35.9,0.485895833333333,0.5660625,0.466666666666667,9.697,27.5482954545455,0.776666666666666,4.42333333333333,146,24.562,69.7784090909091,3.745,11.02,6.835,0.862180555555555,0.995958333333333,"GROUPED",85.7569444444445,112.013888888889,112.013888888889,112.229166666667,0.233333333333333,4.45,611.361111111111,2252.88888888889,664.666666666667,4285.33333333333,2018-11-20,2019-11-08,318,-35,34371,4950,39321,8001,31320,7336.33333333333,27034.6666666667,0.929069444444444,12.6235,5.83075,6.79275,2.59329,14.76951,17.3628,4.68333333333333,4.7393,2.98463956018519
"98",13,2019-10-22,33.5,36.3,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,3.805,NA,8.735,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,336,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",13,2019-10-31,33.7,37.4,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,3.999,9.94,8.967,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,345,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",14,2019-03-01,25,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,3.478,9.534,6.969,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,101,-252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",14,2019-03-22,25.9,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,NA,4.519,10.461,6.805,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,122,-231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",14,2019-04-17,27.2,NA,0.505,0.586,0.472280303030303,NA,NA,1.185,3.86,127,NA,NA,3.483,10.482,8.406,0.892,1.039,"GROUPED",91.722,119.583,119.583,115.021,0.225000000000001,3.44,732.361,1739.5,1318,5119,2018-11-20,2019-11-08,148,-205,29662.332,6437,36099.332,10106.332,25993,8788.332,20874,0.9655,13.092,6.06,7.032,3.956715,12.88854,16.845255,3.665,3.753255,1.50558
"103",14,2019-06-05,30.4,NA,0.486,0.571,0.464856944444445,5.214,18.2947368421053,0.699499999999997,3.56,133,21.054,73.8736842105263,3.583,16.596,8.443,0.875,0.999,"GROUPED",86.71,113.161,113.161,113.208,0.265500000000001,3.1025,775.479,1937.917,823.7,4693,2018-11-20,2019-11-08,197,-156,32560.752,5516.7,38077.452,10129.448,27948.004,9305.748,23255.004,0.937,12.684,5.832,6.852,2.33563049999999,11.88684,14.2224705,3.368,1.5384705,2.66364
"104",14,2019-07-04,33.5,37,NA,NA,NA,6.074,20.5202702702703,NA,NA,134,21.388,72.2567567567568,3.797,11.859,7.87,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,226,-127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",14,2019-07-30,34.4,36.5,0.5101875,0.611131944444444,0.489851388888889,5.346,17.2451612903226,1.38333333333333,2.66666666666667,148,23.05,74.3548387096774,3.913,15.737,10.937,0.832465277777778,0.962138888888889,"GROUPED",87.5347222222222,117.5625,117.5625,122.0625,0.0866666666666666,3.21333333333333,646.833333333333,2505.22222222222,850,6175.33333333333,2018-11-20,2019-11-08,252,-101,37824.6666666667,7025.33333333333,44850,8612,36238,7762,30062.6666666667,0.897302083333333,13.4558333333333,6.12225,7.33358333333333,4.61895,8.904,13.52295,3.3,0.0671166666666654,4.60628683449074
"106",14,2019-08-14,30.3,37.8,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,3.788,NA,9.656,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,267,-86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",14,2019-09-03,34.4,37.7,0.493720486111111,0.613298611111111,0.469406565656566,5.294,18.2551724137931,0.393333333333333,3.03,140,21.581,74.4172413793103,3.653,9.925,9.096,0.794689236111111,0.922826388888889,"GROUPED",81.5260416666667,114.263888888889,114.263888888889,123.548611111111,1.55333333333333,2.97,591.680555555556,2408.94444444444,1411.25,9946,2018-11-20,2019-11-08,287,-66,36007.5,11357.25,47364.75,8511.41666666667,38853.3333333333,7100.16666666667,28907.3333333333,0.8587578125,13.2842291666667,5.92464583333333,7.35958333333333,1.31334,10.11717,11.43051,4.52333333333333,-1.85371916666666,6.25431195583767
"108",14,2019-09-17,29.8,37.2,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,15.282,NA,7.815,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,301,-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",14,2019-10-04,35.1,35.5,0.563802083333333,0.666515625,0.550097222222222,9.7,26.8698060941828,0.929166666666667,4.43666666666667,134,23.416,64.8642659279778,4.135,61.553,99.017,0.848670138888889,0.986432291666667,"GROUPED",98.2552083333333,130.791666666667,130.791666666667,132.4375,0.266666666666666,4.22,583.979166666667,2245.875,2944.25,13798.75,2018-11-20,2019-11-08,318,-35,33958.25,16743,50701.25,9952,40749.25,7007.75,26950.5,0.917551215277778,14.7638125,6.765625,7.9981875,3.1024875,14.81403,17.9165175,4.48666666666667,3.152705,4.05752799497251
"110",14,2019-10-22,33.4,37.1,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,4.006,NA,12.475,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,336,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",14,2019-10-31,34.4,38,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,3.873,10.043,7.249,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-11-08,345,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",15,2019-03-01,27.7,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,3.554,9.255,7.094,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-08-26,101,-178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",15,2019-03-22,29.8,NA,NA,NA,NA,NA,NA,NA,NA,166,NA,NA,4.181,10.324,8.467,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-08-26,122,-157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",15,2019-04-17,31.8,NA,0.565,0.645,NA,NA,NA,0.783333333333334,4.395,146,NA,NA,3.858,10.078,7.66,0.875,1.016,"GROUPED",101.035,129.521,129.521,127.333,0.135,4.07,2609.389,4490.958,995.666666666667,9260.66666666667,2018-11-20,2019-08-26,148,-131,85204.164,10256.3333333333,95460.4973333333,32308.3346666667,63152.1626666667,31312.668,53891.496,0.9455,14.52,6.78,7.74,2.61555,14.674905,17.290455,4.205,2.770455,2.6378
"115",15,2019-06-05,32.5,NA,0.495,0.566,0.471950810185185,6.154,20.1111111111111,0.933000000000001,3.3725,127,21.962,71.7712418300654,3.543,10.812,9.244,0.881,0.986,"GROUPED",88.85,111.057,111.057,112.417,0.330499999999999,2.78,759,1663.479,736.9,4226.75,2018-11-20,2019-08-26,197,-82,29069.748,4963.65,34033.398,9844.9,24188.498,9108,19961.748,0.9335,12.732,5.94,6.792,3.115287,11.2607775,14.3760645,3.1105,1.6440645,2.82226
"116",15,2019-07-04,36.2,37.4,NA,NA,NA,7.994,24.9034267912773,NA,NA,158,22.132,68.9470404984424,3.691,11.636,7.083,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-08-26,226,-53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",15,2019-07-30,33,30.3,0.335636458333333,0.341203125,0.310772727272727,3.459,13.836,0.0195,0.005,116,20.183,80.732,4.329,11.257,24.366,0.744438541666667,0.75903125,"GROUPED",52.3854166666667,54.015625,54.015625,71.421875,0.0694999999999998,0.0950000000000001,241.595833333333,503.645833333333,218,955,2018-11-20,2019-08-26,252,-27,8942.9,1173,10115.9,3117.15,6998.75,2899.15,6043.75,0.751734895833333,8.122075,4.0276375,4.0944375,0.0651104999999999,0.016695,0.0818054999999999,0.1645,-8.0402695,6.72142598641493
"118",15,2019-08-14,20.2,30,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,4.376,NA,34.514,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,2019-08-26,267,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",16,2019-03-01,25.9,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,NA,3.478,7.956,6.015,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-16,94,-290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",16,2019-03-22,29.2,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,3.916,9.249,6.099,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-16,115,-269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",16,2019-04-17,30.6,NA,0.453,0.521,0.445598484848485,2.763,11.8583690987124,0.115,3.7375,157,19.495,83.6695278969957,3.77,9.693,6.303,0.842,1.005,"GROUPED",78.394,103.641,103.641,102.995,0.0794999999999999,3.4775,715.988,1701.354,264.833333333333,2416.83333333333,2018-11-27,2019-12-16,141,-243,29008.104,2681.66666666667,31689.7706666667,8856.68933333333,22833.0813333333,8591.856,20416.248,0.9235,11.688,5.436,6.252,0.383984999999999,12.4795125,12.8634975,3.557,1.1754975,2.98044
"122",16,2019-06-05,32.2,38.2,0.509,0.581,0.496909375,5.021,17.9321428571429,0.2765,3.485,136,20.594,73.55,3.652,11.887,7.767,0.833,0.984,"GROUPED",87.346,113.62,113.62,115.422,0.0100000000000007,3.0325,683.471,1957.167,429.6,3335.75,2018-11-27,2019-12-16,190,-194,31687.656,3765.35,35453.006,8631.252,26821.754,8201.652,23486.004,0.9085,13.08,6.108,6.972,0.923233499999999,11.636415,12.5596485,3.0425,-0.5203515,3.9894
"123",16,2019-07-04,33.2,37,NA,NA,NA,6.396,21.6813559322034,NA,NA,145,20.949,71.0135593220339,3.511,9.421,8.63,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-16,219,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",16,2019-07-30,33.5,37.2,0.543396875,0.636526041666667,0.518588888888889,8.668,25.4941176470588,0.5925,5.56,146,22.676,66.6941176470588,3.784,12.788,25.626,0.879559375,1.0225,"GROUPED",97.4229166666667,128.4375,128.4375,125.5,0.100500000000001,4.605,636.041666666667,2085.41666666667,76.6666666666667,89.6666666666667,2018-11-27,2019-12-16,245,-139,32657.5,166.333333333333,32823.8333333333,7709.16666666667,25114.6666666667,7632.5,25025,0.9510296875,14.159075,6.5207625,7.6383125,1.9783575,18.56484,20.5431975,4.7055,6.3841225,2.31124775820313
"125",16,2019-08-14,31.1,37.5,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,3.871,NA,7.128,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-16,260,-124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",16,2019-09-03,34.2,38,0.512260416666667,0.573284722222222,0.492239898989899,4.911,17.5392857142857,0.250833333333334,3.06666666666667,129,20.851,74.4678571428571,3.966,10.812,7.458,0.804340277777778,0.940006944444445,"GROUPED",85.2829861111111,108.145833333333,108.145833333333,115.104166666667,1.445,3.08,555.104166666667,1495.41666666667,730.5,3378.75,2018-11-27,2019-12-16,280,-104,24606.25,4109.25,28715.5,7391.75,21323.75,6661.25,17945,0.872173611111111,13.0265416666667,6.147125,6.87941666666667,0.837532500000001,10.2396,11.0771325,4.525,-1.94940916666667,5.55045260320215
"127",16,2019-09-17,29,37.3,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,3.747,NA,6.816,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-16,294,-90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",16,2019-10-04,33.5,36,0.503333333333333,0.577909722222222,0.491363636363636,6.224,20.4065573770492,0.47,3.01666666666667,143,21.557,70.6786885245902,3.983,11.837,7.706,0.814298611111111,0.943708333333333,"GROUPED",84.7083333333333,109.479166666667,109.479166666667,115.930555555556,0.0899999999999996,2.83,623.25,1845.91666666667,1003.33333333333,6619,2018-11-27,2019-12-16,311,-73,29630,7622.33333333333,37252.3333333333,8482.33333333333,28770,7479,22151,0.879003472222222,12.9749166666667,6.04,6.93491666666667,1.56933,10.07265,11.64198,2.92,-1.33293666666667,5.23306621624227
