"","mice","date_expe","BW","BT","EEDm","EENm","EREDm","FAT","FIDs","FINs","GLY","LEAN","P0","P1","P3","P5","RERDm","RERNm","STATUS","VCO2Dm","VCO2Nm","VO2Dm","VO2Nm","WIDs","WINs","XYDm","XYNm","ZDs","ZNs","DOB","DOD","AGE","REMAINTIME","XYTOTs","ZTOTs","XYZTOTs","XYZDs","XYZNs","XYDs","XYNs","RERTOTm","EETOTs","EEDs","EENs","FIDKCALs","FINKCALs","FITOTKCALs","WITOTs","EB","FAOX","FATPROP","LEANPROP"
"101",10,2021-11-03,25.74,37.2,0.40178125,0.473145833333333,0.3824375,3.472,0.885,2.915,150,18.365,5.204,47.469,30.437,29.604,0.859885416666667,1.02583333333333,"ISOLATED",70.7916666666667,95.8333333333333,82.0416666666667,93.1875,0.885,2.75,2591.08333333333,6611.29166666667,3633.5,9920,2019-10-03,2022-07-18,762,-257,110428.5,13553.5,123982,34726.5,89255.5,31093,79335.5,0.942859375,10.499125,4.821375,5.67775,2.955015,9.733185,12.6882,3.635,2.189075,1.99975521484375,13.4887334887335,71.3480963480963
"102",10,2021-11-23,25.24,35.6,0.414427083333333,0.47128125,0.385570833333333,3.492,0.915,3.525,171,19.589,4.835,54.095,31.186,16.258,0.89440625,1.03157291666667,"ISOLATED",75.28125,95.6458333333333,84.0520833333333,92.75,0.845,3.41,2731.625,6536.875,3947.5,11495.5,2019-10-03,2022-07-18,782,-237,111222,15443,126665,36727,89938,32779.5,78442.5,0.962989583333334,10.6285,4.973125,5.655375,3.055185,11.769975,14.82516,4.255,4.19666,1.31121737847222,13.8351822503962,77.6109350237718
"103",10,2021-12-14,26.32,37.7,0.479229166666667,0.570958333333333,0.441757575757576,3.7,1.06,3.28,162,19.294,5.109,90.88,47.413,28.247,0.87659375,1.03644791666667,"ISOLATED",85.75,116.65625,97.53125,112.166666666667,1.1,2.75,2344.20833333333,6770.54166666667,4731.5,13929.5,2019-10-03,2022-07-18,803,-216,109377,18661,128038,32862,95176,28130.5,81246.5,0.956520833333333,12.60225,5.75075,6.8515,3.53934,10.95192,14.49126,3.85,1.88901,1.82645109375,14.0577507598784,73.3054711246201
"104",10,2022-01-04,25.53,37.6,0.472270833333333,0.550270833333333,0.443867424242424,3.056,1.575,3.48,133,19.347,3.602,50.042,27.327,24.146,0.893489583333333,1.04270833333333,"ISOLATED",85.84375,112.8125,95.7395833333333,107.9375,1.37,2.805,2456.08333333333,6481.58333333333,5468.5,13244,2019-10-03,2022-07-18,824,-195,107252,18712.5,125964.5,34941.5,91023,29473,77779,0.968098958333333,12.2705,5.66725,6.60325,5.258925,11.61972,16.878645,4.175,4.608145,1.30480577256945,11.9702311006659,75.7814336075206
"105",10,2022-02-01,25.4,37.4,0.406239583333333,0.571729166666667,0.410094696969697,2.949,1.38166666666667,3.59,161,18.87,3.945,56.374,38.097,20.926,0.804108564847222,0.96523557828125,"ISOLATED",91.6284722222222,129.677083333333,113.590277777778,134.177083333333,1.10833333333333,3.03,2113.5,5612.58333333333,4751.16666666667,13587,2019-10-03,2022-07-18,852,-167,92713,18338.1666666667,111051.166666667,30113.1666666667,80938,25362,67351,0.884672071564236,11.735625,4.874875,6.86075,4.613385,11.98701,16.600395,4.13833333333333,4.86477,4.51148440049654,11.6102362204724,74.2913385826772
"106",10,2022-02-15,25.22,37,0.501907407407407,0.576104166666667,0.479431818181818,2.803,1.54,3.25,172,18.791,4.31,81.287,34.757,16.486,0.779261574074074,0.966486111111111,"ISOLATED",81.724537037037,111.291666666667,104.46412037037,114.986111111111,1.31333333333333,2.86,2401.15277777778,7387.77777777778,8634.66666666667,18346.3333333333,2019-10-03,2022-07-18,866,-153,117467.166666667,26981,144448.166666667,37448.5,106999.666666667,28813.8333333333,88653.3333333333,0.872873842592593,12.9361388888889,6.02288888888889,6.91325,5.14206,10.85175,15.99381,4.17333333333333,3.05767111111111,5.48173876210991,11.1141950832672,74.5083267248216
"107",10,2022-03-08,25.65,36.7,0.475229166666667,0.551104166666667,0.439445833333333,3.667,1.075,2.695,161,17.976,4.226,69.469,42.797,27.446,0.74942913146875,0.937407515,"ISOLATED",75.3333333333333,104.239583333333,99.4895833333333,110.614583333333,1.645,3.185,2153.95833333333,4747.625,8156.5,13831.5,2019-10-03,2022-07-18,887,-132,82819,21988,104807,34004,70803,25847.5,56971.5,0.843418323234375,12.316,5.70275,6.61325,3.589425,8.998605,12.58803,4.83,0.272030000000001,6.42819977015146,14.2962962962963,70.0818713450292
"108",10,2022-03-29,25.55,36.9,0.543805555555555,0.617395833333333,0.52985606060606,3.049,1.705,3.72,159,18.611,4.428,60.969,29.741,18.579,0.795004290693273,0.959392915430338,"ISOLATED",89.8263888888889,118.697916666667,112.854166666667,123.385416666667,1.555,3.46,1811.125,5907.875,6309.5,16686.5,2019-10-03,2022-07-18,908,-111,92628,22996,115624,28043,87581,21733.5,70894.5,0.877198603061805,13.9344166666667,6.52566666666667,7.40875,5.692995,12.42108,18.114075,5.015,4.17965833333333,5.7038861072851,11.9334637964775,72.8414872798434
"109",10,2022-04-22,25.21,36.8,0.53275,0.603489583333333,0.515066666666667,2.738,1.53,3.01,163,18.661,4.24,49.372,32.881,31.009,0.8388125,0.973916666666667,"ISOLATED",91.96875,117.322916666667,109.40625,120.229166666667,1.99,3.875,2141.75,6013.54166666667,6279,16206.5,2019-10-03,2022-07-18,932,-87,97863.5,22485.5,120349,31980,88369,25701,72162.5,0.906364583333333,13.634875,6.393,7.241875,5.10867,10.05039,15.15906,5.865,1.524185,4.25569067274305,10.8607695358985,74.022213407378
"110",10,2022-05-12,25.1,37.2,0.531364583333333,0.617802083333333,0.513298611111111,2.491,1.52,3.65,142,18.936,3.718,43.011,55.226,30.23,0.815916666666667,1.01725,"ISOLATED",89.8125,124.291666666667,109.708333333333,121.895833333333,2.3,4.865,2270.79166666667,4799.58333333333,7625.5,14704,2019-10-03,2022-07-18,952,-67,84844.5,22329.5,107174,34875,72299,27249.5,57595,0.916583333333333,13.79,6.376375,7.413625,5.07528,12.18735,17.26263,7.165,3.47263,3.83438611111111,9.92430278884462,75.4422310756972
"111",10,2022-06-03,25.15,36.7,0.554135416666667,0.6599375,0.517402777777778,1.895,1.355,3.76,141,19.142,3.256,78.444,57.435,21.618,0.921109362708333,1.10766190432292,"ISOLATED",96.1458333333333,133.270833333333,103.65625,120.083333333333,2.495,6.04,1895.20833333333,3926.54166666667,5240,12742.5,2019-10-03,2022-07-18,974,-45,69861,17982.5,87843.5,27982.5,59861,22742.5,47118.5,1.01438563351562,14.568875,6.649625,7.91925,4.524345,12.55464,17.078985,8.535,2.51011,-0.698608321616501,7.53479125248509,76.1113320079523
"112",10,2022-06-20,23.66,36.5,0.555885416666667,0.686375,0.526983333333333,1.521,1.38,4.085,148,18.459,4.871,37.507,37.861,27.825,0.792916666666667,0.954135416666667,"ISOLATED",91.9479166666667,131.197916666667,115.302083333333,137.333333333333,2.78,5.92,1756,2987.95833333333,6343,12553,2019-10-03,2022-07-18,991,-28,56927.5,18896,75823.5,27415,48408.5,21072,35855.5,0.873526041666667,14.907125,6.670625,8.2365,4.60782,13.639815,18.247635,8.7,3.34051,6.28454368706597,6.42857142857143,78.0177514792899
"113",10,2022-07-07,22.31,36.2,0.511427083333333,0.60440625,0.4526875,0.404,2.02,3.14,105,18.468,6.843,71.812,57.333,52.423,0.87259375,0.952989583333333,"ISOLATED",91.1041666666667,115.427083333333,104.177083333333,121,2.905,4.61,1581.875,2158.79166666667,5169,8054.5,2019-10-03,2022-07-18,1008,-11,44888,13223.5,58111.5,24151.5,33960,18982.5,25905.5,0.912791666666667,13.39,6.137125,7.252875,6.74478,10.48446,17.22924,7.515,3.83924,3.89239861111111,1.81084715374272,82.7790228597042
"114",11,2021-07-23,25.51,36.9,0.378944444444444,0.556854166666667,0.335944444444444,2.625,1.17333333333333,2.92666666666667,131,18.923,3.683,33.647,29.228,23.562,0.853333333333333,0.910402777777778,"ISOLATED",66.2777777777778,102.381944444444,77.5416666666667,112.618055555556,0.756666666666667,3.33333333333333,13500.6666666667,62783.5833333333,22909.6666666667,99520.3333333333,2019-10-03,2022-03-28,659,-248,915411,122430,1037841,184917.666666667,852923.333333333,162008,753403,0.881868055555555,11.2295833333333,4.54733333333333,6.68225,3.91776,9.77214,13.6899,4.09,2.46031666666666,4.42190838155865,10.2900823206586,74.1787534300274
"115",11,2021-08-27,25.57,37.4,0.402895833333333,0.505055555555556,0.353175505050505,2.727,1.28333333333333,3.91,171,18.937,3.812,242.597,73.121,89.27,0.882548611111111,1.03731944444444,"ISOLATED",72.8680555555556,103,81.7986111111111,99.2361111111111,0.939999999999999,3.62666666666667,10352.6111111111,19900.4166666667,15779,30599.3333333333,2019-10-03,2022-03-28,694,-213,363036.333333333,46378.3333333333,409414.666666667,140010.333333333,269404.333333333,124231.333333333,238805,0.959934027777778,10.8954166666667,4.83475,6.06066666666667,4.28505,13.05549,17.34054,4.56666666666667,6.44512333333333,1.45511820505402,10.6648416112632,74.0594446617129
"116",11,2021-09-21,26.2,37.3,0.386645833333333,0.54234375,0.363746527777778,2.626,0.595,4.325,180,19.447,5.392,150.362,96.875,37.278,0.845916666666667,1.03614583333333,"ISOLATED",67.3645833333333,110.270833333333,79.2291666666667,106.697916666667,0.42,3.68,4552.375,26461.0833333333,8676,39060,2019-10-03,2022-03-28,719,-188,372161.5,47736,419897.5,63304.5,356593,54628.5,317533,0.94103125,11.147875,4.63975,6.508125,1.986705,14.441175,16.42788,4.1,5.280005,2.1912541796875,10.0229007633588,74.2251908396946
"117",11,2021-10-12,25.86,37.3,0.41559375,0.54353125,0.380231060606061,3.201,0.764999999999999,3.925,159,18.996,4.202,121.385,44.179,46.68,0.853135416666667,1.00829166666667,"ISOLATED",72.78125,108.385416666667,84.9791666666667,107.447916666667,0.515,3.67,8883.375,23783.875,13555.5,37536.5,2019-10-03,2022-03-28,740,-167,392007,51092,443099,120156,322943,106600.5,285406.5,0.930713541666667,11.5095,4.987125,6.522375,2.554335,13.105575,15.65991,4.185,4.15041,2.65817497395834,12.3781902552204,73.4570765661253
"118",11,2021-11-03,26.38,38.3,0.45365625,0.57703125,0.413371212121212,2.502,0.655,5.165,169,19.77,5.967,80.045,105.396,23.266,0.917427083333333,1.03210416666667,"ISOLATED",84.2604166666667,117.135416666667,91.4583333333333,113.5625,0.439999999999999,3.71,9164.375,23235.1666666667,16863,40408,2019-10-03,2022-03-28,762,-145,388794.5,57271,446065.5,126835.5,319230,109972.5,278822,0.974765625,12.36825,5.443875,6.924375,2.187045,17.245935,19.43298,4.15,7.06473,1.0403501953125,9.48445792266869,74.9431387414708
"119",11,2021-11-23,26.63,37.1,0.420625,0.521927083333333,0.391473484848485,3.561,0.98,3.56,143,20.024,4.284,150.075,52.774,33.858,0.855135416666667,0.994333333333334,"ISOLATED",73.9270833333333,103.03125,86.0104166666667,103.53125,0.79,3.635,6984.625,18359.1666666667,13428.5,35659,2019-10-03,2022-03-28,782,-125,304125.5,49087.5,353213,97244,255969,83815.5,220310,0.924734375,11.310625,5.0475,6.263125,3.27222,11.88684,15.15906,4.425,3.848435,2.83767086588541,13.3721366879459,75.1933909125047
"120",11,2021-12-14,25.99,37.2,0.44059375,0.597145833333333,0.386628787878788,3.267,0.439999999999999,3.66,142,19.653,4.296,106.077,33.421,20.354,0.817791666666667,1.00140625,"ISOLATED",74.90625,118.5625,90.7395833333333,118.21875,0.57,4.17,8256.125,19902.875,17274,35372,2019-10-03,2022-03-28,803,-104,337908,52646,390554,116347.5,274206.5,99073.5,238834.5,0.909598958333333,12.452875,5.287125,7.16575,1.46916,12.22074,13.6899,4.74,1.237025,3.75250957248263,12.5702193151212,75.617545209696
"121",11,2022-01-04,25.9,37.1,0.49934375,0.602229166666667,0.465529166666667,1.756,1.105,3.55,164,20.894,4.337,85.236,28.07,21.429,0.8371875,1.0065625,"ISOLATED",86.3645833333333,120.03125,102.416666666667,119.104166666667,1,2.925,6848.25,18092.4583333333,15027,36795.5,2019-10-03,2022-03-28,824,-83,299288.5,51822.5,351111,97206,253905,82179,217109.5,0.921875,13.218875,5.992125,7.22675,3.689595,11.85345,15.543045,3.925,2.32417,3.44241536458334,6.77992277992278,80.6718146718147
"122",11,2022-02-01,28.16,37.1,0.520722222222222,0.59328125,0.530064393939394,1.69,0.87,3.155,128,22.115,5.168,250.23,88.7,43.703,0.802806546166667,0.9985529461875,"ISOLATED",67.1354166666667,99.3125,83.4201388888889,99.2604166666667,1.26333333333333,3.235,3484.45833333333,15028.875,9567,30974.5,2019-10-03,2022-03-28,852,-55,222160,40541.5,262701.5,51380.5,211321,41813.5,180346.5,0.900679746177083,13.3680416666667,6.24866666666667,7.119375,2.90493,10.534545,13.439475,4.49833333333333,0.0714333333333368,4.42572430482887,6.00142045454545,78.5333806818182
"123",11,2022-02-15,29.49,37.7,0.512799768518518,0.577902777777778,0.479608333333333,0.196,1.77333333333333,3.55333333333333,124,24.513,5.016,36.46,43.225,25.673,0.786601851851852,0.945826388888889,"ISOLATED",84.2627314814815,109.916666666667,106.47337962963,115.868055555556,1.60666666666667,3.71333333333333,3293.625,7578.16666666667,10865.8333333333,23648.3333333333,2019-10-03,2022-03-28,866,-41,130461.5,34514.1666666667,164975.666666667,50389.3333333333,114586.333333333,39523.5,90938,0.86621412037037,13.0884305555556,6.15359722222222,6.93483333333333,5.92116,11.86458,17.78574,5.32,4.69730944444444,5.83682398282107,0.664632078670736,83.1230925737538
"124",11,2022-03-08,30.49,38,0.537416666666667,0.588708333333333,0.489183333333333,0,1.59,3,96,26.32,7.769,38.391,69.319,60.59,0.874734395447917,0.917869699572917,"ISOLATED",96.1458333333333,109.239583333333,109.479166666667,118.791666666667,3.195,5.385,2749.95833333333,5321.25,9358.5,18614,2019-10-03,2022-03-28,887,-20,96854.5,27972.5,124827,42358,82469,32999.5,63855,0.896302047510417,13.5135,6.449,7.0645,5.30901,10.017,15.32601,8.58,1.81251,4.67107426989328,0,86.3233847163004
"125",12,2021-07-23,25.87,36.3,0.384888888888889,0.489680555555556,0.362496527777778,2.796,1.33666666666667,2.72666666666667,137,18.721,4,102.075,39.73,20.851,0.863013888888889,0.981256944444445,"ISOLATED",67.9444444444444,95.9791666666667,78.5416666666667,97.2986111111111,0.883333333333334,1.98333333333333,1852.91666666667,6474.55555555555,6936.66666666667,22587,2019-10-03,2022-10-19,659,-453,99929.6666666667,29523.6666666667,129453.333333333,29171.6666666667,100281.666666667,22235,77694.6666666667,0.922135416666667,10.4948333333333,4.61866666666667,5.87616666666667,4.46313,9.10434,13.56747,2.86666666666667,3.07263666666667,2.72391941550926,10.8078855817549,72.3656745264785
"126",12,2021-08-27,25.86,36.8,0.435215277777778,0.5269375,0.410069444444444,2.912,1.77333333333333,2.61666666666667,187,18.92,4.487,211.841,119.312,45.904,0.9035625,1.00438888888889,"ISOLATED",79.8541666666667,105.173611111111,88.0208333333333,104.180555555556,0.976666666666667,1.76,2416.97222222222,8188.13888888889,5982,20345.6666666667,2019-10-03,2022-10-19,694,-418,127261.333333333,26327.6666666667,153589,34985.6666666667,118603.333333333,29003.6666666667,98257.6666666667,0.953975694444444,11.5458333333333,5.22258333333333,6.32325,5.92116,8.73705,14.65821,2.73666666666667,3.11237666666667,1.77129653742284,11.2606341840681,73.1631863882444
"127",12,2021-09-21,25.85,36.7,0.417604166666667,0.541427083333333,0.399677083333333,3.585,0.860000000000001,3.77,185,18.697,5.531,183.503,71.125,29.77,0.880697916666667,1.05153125,"ISOLATED",74.9166666666667,111.6875,84.8958333333333,106.041666666667,0.455,2.455,2067.95833333333,9625.41666666667,5489.5,24033,2019-10-03,2022-10-19,719,-393,140320.5,29522.5,169843,30305,139538,24815.5,115505,0.966114583333333,11.508375,5.01125,6.497125,2.87154,12.58803,15.45957,2.91,3.951195,1.29988694010417,13.8684719535783,72.3288201160541
"128",12,2021-10-12,25.2,36.8,0.455666666666667,0.547677083333333,0.4215125,2.849,1.26,3.255,178,18.625,4.717,506.018,57.536,35.017,0.880958333333333,1.01746875,"ISOLATED",81.8333333333333,110.25,92.6354166666667,108.020833333333,0.59,2.185,3160.875,7883.20833333333,7260.5,19828,2019-10-03,2022-10-19,740,-372,132529,27088.5,159617.5,45191,114426.5,37930.5,94598.5,0.949213541666667,12.040125,5.468,6.572125,4.20714,10.868445,15.075585,2.775,3.03546,2.03825102213541,11.3055555555556,73.9087301587302
"129",12,2021-11-03,25.65,37.4,0.4533125,0.572791666666667,0.423113636363636,3.096,1.145,3.7,174,18.451,4.686,180.213,56.751,37.52,0.87859375,1.06261458333333,"ISOLATED",81.28125,119.104166666667,92.2083333333333,111.9375,0.604999999999999,2.43,3026.375,9252.41666666667,7576,22172.5,2019-10-03,2022-10-19,762,-350,147345.5,29748.5,177094,43892.5,133201.5,36316.5,111029,0.970604166666667,12.31325,5.43975,6.8735,3.823155,12.3543,16.177455,3.035,3.864205,1.20652748263889,12.0701754385965,71.9337231968811
"130",12,2021-11-23,26.03,36.2,0.4856875,0.5676875,0.448075757575758,3.106,1.57,3.81,173,19.529,4.183,244.941,54.624,59.803,0.944270833333333,1.066,"ISOLATED",92.0520833333333,118.229166666667,97.4270833333333,110.895833333333,0.604999999999999,2.435,2529.875,7183.25,7087.5,19101,2019-10-03,2022-10-19,782,-330,116557.5,26188.5,142746,37446,105300,30358.5,86199,1.00513541666667,12.6405,5.82825,6.81225,5.24223,12.72159,17.96382,3.04,5.32332,-0.216380781249998,11.9323857087975,75.0249711870918
"131",12,2021-12-14,26.36,37,0.462552083333333,0.553291666666667,0.44194696969697,3.858,1.07,3.495,171,NA,4.85,122.712,62.16,27.833,0.920229166666667,1.0515,"ISOLATED",85.9583333333333,114.03125,93.2291666666667,108.458333333333,0.45,2.455,3163.33333333333,7710,8036.5,20249.5,2019-10-03,2022-10-19,803,-309,130480,28286,158766,45996.5,112769.5,37960,92520,0.985864583333333,12.190125,5.550625,6.6395,3.57273,11.669805,15.242535,2.905,3.05241,0.574374986979169,14.6358118361153,NA
"132",12,2022-01-04,25.95,36.8,0.450458333333333,0.563770833333333,0.421318181818182,3.344,1.21,3.48,164,19.434,3.711,131.443,46.882,23.934,0.8599375,1.04534375,"ISOLATED",79.5104166666667,115.770833333333,91.9375,110.5625,0.73,2.52,2851,10499.4583333333,7744.5,24268.5,2019-10-03,2022-10-19,824,-288,160205.5,32013,192218.5,41956.5,150262,34212,125993.5,0.952640625,12.17075,5.4055,6.76525,4.04019,11.61972,15.65991,3.25,3.48916,1.92133037760417,12.8863198458574,74.8901734104046
"133",12,2022-02-01,25.85,36.5,0.561159722222222,0.62384375,0.560224537037037,3.11,1.01833333333333,2.78,153,18.661,3.458,227.129,68.748,31.113,0.817894762260417,1.01921030997917,"ISOLATED",92.5659722222222,135.104166666667,112.930555555556,132.3125,0.635,1.995,3088.01388888889,14730.8333333333,8092,32895,2019-10-03,2022-10-19,852,-260,213826.166666667,40987,254813.166666667,45148.1666666667,209665,37056.1666666667,176770,0.918552536119791,14.2200416666667,6.73391666666667,7.486125,3.400215,9.28242,12.682635,2.63,-1.53740666666667,3.86062110006964,12.0309477756286,72.1895551257253
"134",12,2022-02-15,25.33,36.1,0.45803125,0.550625,0.439755050505051,2.913,0.713333333333333,3.51333333333333,165,18.424,15.578,37.377,24.362,16.599,0.730905092592593,0.953777777777778,"ISOLATED",70.8229166666667,105.340277777778,96.3668981481482,110.173611111111,0.473333333333333,2.51,2865.63888888889,13312.4722222222,8379.5,32710.3333333333,2019-10-03,2022-10-19,866,-246,194137.333333333,41089.8333333333,235227.166666667,42767.1666666667,192460,34387.6666666667,159749.666666667,0.842341435185185,12.103875,5.496375,6.6075,2.38182,11.73102,14.11284,2.98333333333333,2.008965,6.36093187065972,11.500197394394,72.7358863008291
"135",12,2022-03-08,25.26,37.8,0.471520833333333,0.55659375,0.454215277777778,2.845,0.885,2.65,166,18.336,3.856,208.222,90.488,47.095,0.746045756052083,0.919740259802084,"ISOLATED",74.0729166666667,103.6875,98.8854166666667,112.177083333333,0.535,2.09,2848.41666666667,13755.2916666667,8343.5,32463.5,2019-10-03,2022-10-19,887,-225,199244.5,40807,240051.5,42524.5,197527,34181,165063.5,0.832893007927083,12.337375,5.65825,6.679125,2.955015,8.84835,11.803365,2.625,-0.534010000000002,6.87220542108533,11.2628661916073,72.5890736342043
"136",12,2022-03-29,24.61,36.7,0.453954861111111,0.559052083333333,0.43069696969697,1.554,1.26,3.29,145,19.286,4.39,96.44,26.511,18.224,0.701541125278259,0.911928269507823,"ISOLATED",67.9583333333333,103.604166666667,96.2048611111111,112.84375,0.48,2.095,2262.58333333333,15004.875,8096,33280,2019-10-03,2022-10-19,908,-204,207209.5,41376,248585.5,35247,213338.5,27151,180058.5,0.806734697393041,12.1560833333333,5.44745833333333,6.708625,4.20714,10.98531,15.19245,2.575,3.03636666666666,7.83116374644026,6.31450629825274,78.3665176757416
"137",12,2022-04-22,20.78,36.6,0.463333333333333,0.569177083333334,0.445511363636364,1.854,1.18,3.165,156,18.711,3.728,58.149,32.536,28.63,0.788645833333333,1.019375,"ISOLATED",73.2083333333333,110.947916666667,92.0625,108.291666666667,0.865,2.29,2603.79166666667,14685.2916666667,8349.5,31839,2019-10-03,2022-10-19,932,-180,207469,40188.5,247657.5,39595,208062.5,31245.5,176223.5,0.904010416666667,12.390125,5.56,6.830125,3.94002,10.567935,14.507955,3.155,2.11783,3.96440978732639,8.92204042348412,90.0433108758421
"138",12,2022-05-12,24.77,36.5,0.448145833333333,0.542791666666667,0.428175,2.063,0.895,2.875,150,18.644,4.399,57.244,46.317,20.352,0.702427083333333,0.946041666666667,"ISOLATED",67.1875,103.427083333333,94.9270833333333,108.739583333333,0.83,2.085,3123.91666666667,12586.3333333333,8710.5,27776,2019-10-03,2022-10-19,952,-160,188523,36486.5,225009.5,46197.5,178812,37487,151036,0.824234375,11.89125,5.37775,6.5135,2.988405,9.599625,12.58803,2.915,0.696779999999999,6.9669099609375,8.32862333467905,75.2684699232943
"139",12,2022-06-03,24.34,36.6,0.47878125,0.602270833333333,0.449651515151515,1.947,0.8,3.35,132,18.64,3.443,71.165,37.232,25.879,0.783436666791666,1.03778615833333,"ISOLATED",75.3645833333333,119.333333333333,95.375,114.364583333333,0.69,3,2562.375,16250.875,9891.5,38396,2019-10-03,2022-10-19,974,-138,225759,48287.5,274046.5,40640,233406.5,30748.5,195010.5,0.9106114125625,12.972625,5.745375,7.22725,2.6712,11.18565,13.85685,3.69,0.884224999999999,3.86534874702134,7.99917830731307,76.58175842235
"140",12,2022-06-20,25,35.7,0.464510416666667,0.5906875,0.424560606060606,2.276,1.225,3.2,169,18.851,7.327,31.474,26.738,17.857,0.773645833333333,0.960447916666666,"ISOLATED",75.3645833333333,113.729166666667,96.71875,118.020833333333,0.895,2.055,3008.75,11423.625,8697.5,25006.5,2019-10-03,2022-10-19,991,-121,173188.5,33704,206892.5,44802.5,162090,36105,137083.5,0.867046875,12.662375,5.574125,7.08825,4.090275,10.6848,14.775075,2.95,2.1127,5.61167442057293,9.104,75.404
"141",12,2022-07-07,26.29,35.9,0.45515625,0.581697916666667,0.440909090909091,3.185,0.935,3.925,160,19.102,4.743,88.091,47.926,30.785,0.805270833333333,1.01792708333333,"ISOLATED",76.125,116.96875,94.1458333333333,114.760416666667,0.735,2.28,2023.95833333333,8202.83333333333,7752.5,21193,2019-10-03,2022-10-19,1008,-104,122721.5,28945.5,151667,32040,119627,24287.5,98434,0.911598958333333,12.44225,5.461875,6.980375,3.121965,13.105575,16.22754,3.015,3.78529,3.66635953559028,12.1148725751236,72.6588056295169
"142",12,2022-07-25,25.03,37.6,0.430173611111111,0.543520833333333,0.403729797979798,2.789,0.87,3.10333333333333,163,18.043,4.74,143.185,60.218,24.503,0.771819444444445,0.960604166666667,"ISOLATED",69.5208333333333,104.541666666667,89.6875,108.555555555556,0.686666666666667,2.14666666666667,1685.38888888889,5924.44444444444,7385,16349,2019-10-03,2022-10-19,1026,-86,91318,23734,115052,27609.6666666667,87442.3333333333,20224.6666666667,71093.3333333333,0.866211805555556,11.6843333333333,5.16208333333333,6.52225,2.90493,10.36203,13.26696,2.83333333333333,1.58262666666667,5.21075286651235,11.1426288453855,72.0854974031162
"143",12,2022-08-16,25,36.8,0.46834375,0.581027777777778,0.436544191919192,2.174,1.33,2.99666666666667,164,19.132,5.001,79.33,50.07,19.911,0.811263888888889,0.945979166666667,"ISOLATED",78.8020833333333,110.375,96.7326388888889,116.409722222222,0.811666666666667,2.24,2659.94444444444,6896.66666666667,5500.83333333333,16529,2019-10-03,2022-10-19,1048,-64,114679.333333333,22029.8333333333,136709.166666667,37420.1666666667,99289,31919.3333333333,82760,0.878621527777778,12.5924583333333,5.620125,6.97233333333333,4.44087,10.00587,14.44674,3.05166666666667,1.85428166666667,5.09484451340663,8.696,76.528
"144",12,2022-09-05,25.66,35.9,0.481963541666667,0.576076388888889,0.455777777777778,2.376,1.155,3.76,156,18.794,4.155,40.924,35.657,17.323,0.761675347222222,0.933895833333333,"ISOLATED",77.0729166666667,108.395833333333,100.703125,115.756944444444,0.779166666666667,2.04666666666667,1778.5,3101.30555555556,4859.33333333333,9256.66666666667,2019-10-03,2022-10-19,1068,-44,58557.6666666667,14116,72673.6666666667,26201.3333333333,46472.3333333333,21342,37215.6666666667,0.847785590277778,12.6964791666667,5.7835625,6.91291666666667,3.856545,12.55464,16.411185,2.82583333333333,3.71470583333333,6.4419569396822,9.25954793452845,73.2424006235386
"145",12,2022-09-23,23.64,35,0.435645833333333,0.471625,0.376120833333333,1.144,1.38,1.745,98,17.436,3.995,51.939,50.36,29.115,0.807600694444444,0.863614583333333,"ISOLATED",73.4097222222222,83.8229166666667,89.90625,96.0625,1.23166666666667,1.355,771.013888888889,777.125,3055.83333333333,3815.5,2019-10-03,2022-10-19,1086,-26,18577.6666666667,6871.33333333333,25449,12308,13141,9252.16666666667,9325.5,0.835607638888889,10.88725,5.22775,5.6595,4.60782,5.826555,10.434375,2.58666666666667,-0.452875000000002,5.96593577835648,4.83925549915398,73.756345177665
"146",12,2022-10-18,23.72,34.2,0.4432375,0.506927083333333,0.240069444444444,0.858,1.333,2.125,NA,16.601,NA,NA,NA,NA,0.8529375,0.90896875,"ISOLATED",77.2458333333333,92.5572916666667,90.7833333333333,102.645833333333,1.9805,2.7025,1477.9,1533.77083333333,2966.95,3640,2019-10-03,2022-10-19,1111,-1,36140.05,6606.95,42747,20701.75,22045.25,17734.8,18405.25,0.880953125,11.401975,5.31885,6.083125,4.450887,7.095375,11.546262,4.683,0.144287000000002,4.52456497526042,3.61720067453626,69.9873524451939
"147",13,2021-07-23,32.35,37.2,0.515354166666667,0.625239583333333,0.475674242424242,7.54,1.64166666666667,2.985,160,19.609,5.227,88.058,33.06,19.349,0.8371875,0.9855625,"ISOLATED",88.9375,122.71875,105.767361111111,124.177083333333,1.06,2.01,2887.5,9533.375,9635.66666666667,27847,2019-10-03,2022-03-07,659,-227,149050.5,37482.6666666667,186533.166666667,44285.6666666667,142247.5,34650,114400.5,0.911375,13.687125,6.18425,7.502875,5.481525,9.966915,15.44844,3.07,1.761315,4.04340484375,23.3075734157651,60.6151468315301
